industry_div,accident_kind,accident_summary,causal_object,high_risk_situation,causal_factor,countermeasure,content,gong_jong,jak_up_myung,mid_industry,accident_type_mapped
기타의사업,,2016년 2월경 작업장에서 재해자가 지게차에 적재된 화물(유로폼) 적재 작업을 보조하던 중 화물(유로폼)이 떨어지면서 재해자를 덮쳐 두부 손상,적재물(유로폼),상하차 작업 또는 적재된 화물,『화물 또는 화물을 지지하던 물체가 파손』되는 등 화물이 무너지면서 그 아래 깔림,"▶ 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시","2016년 2월경 작업장에서 재해자가 지게차에 적재된 화물(유로폼) 적재 작업을 보조하던 중 화물(유로폼)이 떨어지면서 재해자를 덮쳐 두부 손상 [유발요인] 『화물 또는 화물을 지지하던 물체가 파손』되는 등 화물이 무너지면서 그 아래 깔림 [대책] ▶ 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시",,,도소매·음식·숙박업,
임업,,2017년 OO산 벌목현장에서 재해자가 벌목한 벌도목이 주변 수관에 걸리면서 뒤에 있던 고사목이 부러지면서 재해자를 덮쳐 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2017년 OO산 벌목현장에서 재해자가 벌목한 벌도목이 주변 수관에 걸리면서 뒤에 있던 고사목이 부러지면서 재해자를 덮쳐 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
제조업,,2016년 6월경 야적장에서 재해자가 H빔 권상을 위해 줄걸이 작업 시 샤클을 상승하던 중 작업발판에 걸렸던 샤클이 빠지면서 안면을 강타하여 사망,줄걸이기구(샤클),"크레인(천장주행, 갠트리, 지브 등) 사용 작업",훅해지장치가 없는 등 『줄걸이가 훅에서 이탈』해 떨어지는 화물에 부딪히거나 깔림,"▶ 인양하중 및 화물의 형태를 고려하여 체인블록의 훅을 선정
▶ 훅과 훅 해지장치 등을 상시 점검하여 사용하고, 이상 시 폐기 처리","2016년 6월경 야적장에서 재해자가 H빔 권상을 위해 줄걸이 작업 시 샤클을 상승하던 중 작업발판에 걸렸던 샤클이 빠지면서 안면을 강타하여 사망 [유발요인] 훅해지장치가 없는 등 『줄걸이가 훅에서 이탈』해 떨어지는 화물에 부딪히거나 깔림 [대책] ▶ 인양하중 및 화물의 형태를 고려하여 체인블록의 훅을 선정
▶ 훅과 훅 해지장치 등을 상시 점검하여 사용하고, 이상 시 폐기 처리",,,기계기구·금속·비금속광물제품제조업,
제조업,,2017년 8월 미곡처리장에서 사일로 청소작업을 하던 재해자가 사일로 배출부 스크류컨베이어에 신체 일부가 말림,컨베이어,비정형 작업(이물질 제거·청소),『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림,"▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시","2017년 8월 미곡처리장에서 사일로 청소작업을 하던 재해자가 사일로 배출부 스크류컨베이어에 신체 일부가 말림 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림 [대책] ▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시",,,식료품제조업,
제조업,,2017년 6월 식품공장 내 폐수차리장에서 재해자가 폐수처리설비의 정상작동 유무를 확인하기 위하여 폐수처리장 내부에 들어가 점검 중 반응조 작업발판 위에 쓰러진 상태로 발견됨,유해가스(황화수소),"피트, 맨홀, 오·폐수 처리시설 등 밀폐된 장소에서 작업",『산소·가소농도 미측정 및 송풍기를 이용한 강제환기 미실시』로 불활성 가스 또는 유해가스에 의한 산소결핍·질식·중독,"▶ 가스농도측정기로 적정공기 상태 선 확인
▶ 환기팬 등으로 환기 실시 후 작업을 실시
▶ 밀폐공간 출입금지 위험 표시","2017년 6월 식품공장 내 폐수차리장에서 재해자가 폐수처리설비의 정상작동 유무를 확인하기 위하여 폐수처리장 내부에 들어가 점검 중 반응조 작업발판 위에 쓰러진 상태로 발견됨 [유발요인] 『산소·가소농도 미측정 및 송풍기를 이용한 강제환기 미실시』로 불활성 가스 또는 유해가스에 의한 산소결핍·질식·중독 [대책] ▶ 가스농도측정기로 적정공기 상태 선 확인
▶ 환기팬 등으로 환기 실시 후 작업을 실시
▶ 밀폐공간 출입금지 위험 표시",,,식료품제조업,
제조업,,2017년 8월경 벽돌제조작업공정 양생실에서 문을 개폐하기 위한 윈치와이어로프 보수작업을 하던 중 와이어로프 결속부가 풀려 상부에 있던 문이 하강하면서 재해자를 타격하여 사망,기타 설비(양생실 문/샌드위치 판넬),비정형 작업(정비·보수),『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림,"▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시","2017년 8월경 벽돌제조작업공정 양생실에서 문을 개폐하기 위한 윈치와이어로프 보수작업을 하던 중 와이어로프 결속부가 풀려 상부에 있던 문이 하강하면서 재해자를 타격하여 사망 [유발요인] 『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림 [대책] ▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시",,,기계기구·금속·비금속광물제품제조업,
임업,,2017년 7월경 OO산 숲가꾸기현장에서 바닥에 방치된 벌도목 위로 동료작업자가 벌목한 벌도목이 떨어지면서 튀어올라 기계톱을 정비하던 재해자의 얼굴을 강타해 사망,나무(벌도목),벌목·조재 작업,"『주변 구조물에 걸려있던 나무(벌도목, 조재목 등)』 가 작업상황에 의해 무게중심이 변하면서 떨어지거나 지렛대처럼 튀어올라 얼굴을 맞음","▶ 벌목 작업 전 주변 나무에 걸려있는 나무를 확인하여 주변에서 작업 금지
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2017년 7월경 OO산 숲가꾸기현장에서 바닥에 방치된 벌도목 위로 동료작업자가 벌목한 벌도목이 떨어지면서 튀어올라 기계톱을 정비하던 재해자의 얼굴을 강타해 사망 [유발요인] 『주변 구조물에 걸려있던 나무(벌도목, 조재목 등)』 가 작업상황에 의해 무게중심이 변하면서 떨어지거나 지렛대처럼 튀어올라 얼굴을 맞음 [대책] ▶ 벌목 작업 전 주변 나무에 걸려있는 나무를 확인하여 주변에서 작업 금지
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
임업,,2017년 7월 OO산에서 벌목작업을 하던 재해자가 벌도목에 머리를 맞고 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2017년 7월 OO산에서 벌목작업을 하던 재해자가 벌도목에 머리를 맞고 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
제조업,,2017년 2월경 재해자가 시동이 켜진 상태에서 지게차운전석을 이탈하여 야적장 적치장소의 바닥상태를 확인하고 있는 동안 지게차가 스스로 움직이면서 재해자를 충격하여 사망,지게차,지게차를 사용하는 작업,『운전석 이탈 시 작업차량이 움직이는 것을 방지하기 위한 조치를 실시하지 않아』 운전자 없이 움직이는 작업차량에 부딪히거나 깔림,"▶ 운전석에서 이탈 시 확실히 정지 조치 실시
▶ 이탈 시에는 시동키를 분리하여 별도 보관하여 무자격자 등이 운전하지 못하도록 조치","2017년 2월경 재해자가 시동이 켜진 상태에서 지게차운전석을 이탈하여 야적장 적치장소의 바닥상태를 확인하고 있는 동안 지게차가 스스로 움직이면서 재해자를 충격하여 사망 [유발요인] 『운전석 이탈 시 작업차량이 움직이는 것을 방지하기 위한 조치를 실시하지 않아』 운전자 없이 움직이는 작업차량에 부딪히거나 깔림 [대책] ▶ 운전석에서 이탈 시 확실히 정지 조치 실시
▶ 이탈 시에는 시동키를 분리하여 별도 보관하여 무자격자 등이 운전하지 못하도록 조치",,,기계기구·금속·비금속광물제품제조업,
기타의사업,,2017년 9월경 재해자가 천장주행 크레인 아래로 지나가던 중 인양중인 파이프가 떨어지면서 재해자의 얼굴을 가격해 사망,크레인(천장주행크레인),"크레인(천장주행, 갠트리, 지브 등) 사용 작업",『운반하는 화물의 형태에 적합하지 않은 줄걸이 방법을 사용』하여 화물의 균형이 맞지 않은 상태에서 무리하게 인양하다가 화물이 떨어지면서 부딪히거나 그 아래 깔림,"▶ 섬유슬링 벨트 폐기(관리) 기준을 마련하여 중량물 취급 작업계획서에 포함
▶ 폐기조건 발생 시 근로자가 자발적으로 점검하여 즉시 폐기 요청 할 수 있는 사내 안전문화 정착","2017년 9월경 재해자가 천장주행 크레인 아래로 지나가던 중 인양중인 파이프가 떨어지면서 재해자의 얼굴을 가격해 사망 [유발요인] 『운반하는 화물의 형태에 적합하지 않은 줄걸이 방법을 사용』하여 화물의 균형이 맞지 않은 상태에서 무리하게 인양하다가 화물이 떨어지면서 부딪히거나 그 아래 깔림 [대책] ▶ 섬유슬링 벨트 폐기(관리) 기준을 마련하여 중량물 취급 작업계획서에 포함
▶ 폐기조건 발생 시 근로자가 자발적으로 점검하여 즉시 폐기 요청 할 수 있는 사내 안전문화 정착",,,기타의각종사업,
제조업,,2017년 5월경 OO사업장 선박 제조공정에서 크레인으로 제품을 운반하는 중 타 설비에 간섭되어 설비가 넘어지며 아래에서 작업 중인 근로자를 덮쳐 다수의 근로자가 사망,크레인(갠트리크레인),"크레인(천장주행, 갠트리, 지브 등) 사용 작업",작업자 간 『작업 상황에 대해 의사소통을 하지 않고 작업』을 실시해 운반하는 물체에 부딪히거나 깔림 또는 주변 구조물과 운반하는 물체 사이에 끼임,"▶ 작업자 간 신호체계 통일 및 숙지 조치
▶ 중량물 취급 시 보조운반기구 사용","2017년 5월경 OO사업장 선박 제조공정에서 크레인으로 제품을 운반하는 중 타 설비에 간섭되어 설비가 넘어지며 아래에서 작업 중인 근로자를 덮쳐 다수의 근로자가 사망 [유발요인] 작업자 간 『작업 상황에 대해 의사소통을 하지 않고 작업』을 실시해 운반하는 물체에 부딪히거나 깔림 또는 주변 구조물과 운반하는 물체 사이에 끼임 [대책] ▶ 작업자 간 신호체계 통일 및 숙지 조치
▶ 중량물 취급 시 보조운반기구 사용",,,선박건조및수리업,
제조업,,"2017년 10월경 염색공장내에서 재해자와 동료가 고소작업대에 탑승하여 천장주행크레인 호이스트 해체작업 중 천장주행크레인이 레일에서 이탈하여 고소작업대와 함께 넘어지면서 2명 사상(1명 사망, 1명 부상)",고소작업대(시저형/렌탈),고소작업대 사용 작업,『작업대를 상승시킨 상태에서 이동하거나 작업중 변하는 무게중심』에 의해 고소작업대가 넘어지면서 작업자가 떨어짐,"▶ 고소작업대 작업발판 주변 안전난간 수리
▶ 작업발판 외부로 신체 이탈작업 금지","2017년 10월경 염색공장내에서 재해자와 동료가 고소작업대에 탑승하여 천장주행크레인 호이스트 해체작업 중 천장주행크레인이 레일에서 이탈하여 고소작업대와 함께 넘어지면서 2명 사상(1명 사망, 1명 부상) [유발요인] 『작업대를 상승시킨 상태에서 이동하거나 작업중 변하는 무게중심』에 의해 고소작업대가 넘어지면서 작업자가 떨어짐 [대책] ▶ 고소작업대 작업발판 주변 안전난간 수리
▶ 작업발판 외부로 신체 이탈작업 금지",,,기계기구·금속·비금속광물제품제조업,
제조업,,2017년 4월경 OO사업장 선박 내부에서 재해자가 선박 내 탱크 점검을 하던 중 사망,분류 불가,비정형 작업(점검),『산소·가소농도 미측정 및 송풍기를 이용한 강제환기 미실시』로 불활성 가스 또는 유해가스에 의한 산소결핍·질식·중독,"▶ 가스농도측정기로 적정공기 상태 선 확인
▶ 환기팬 등으로 환기 실시 후 작업을 실시
▶ 밀폐공간 출입금지 위험 표시","2017년 4월경 OO사업장 선박 내부에서 재해자가 선박 내 탱크 점검을 하던 중 사망 [유발요인] 『산소·가소농도 미측정 및 송풍기를 이용한 강제환기 미실시』로 불활성 가스 또는 유해가스에 의한 산소결핍·질식·중독 [대책] ▶ 가스농도측정기로 적정공기 상태 선 확인
▶ 환기팬 등으로 환기 실시 후 작업을 실시
▶ 밀폐공간 출입금지 위험 표시",,,선박건조및수리업,
제조업,,2017년 1월경 공장동입구에서 동료1이 운전하는 지게차에 화물이 흔들리지 않도록 재해자와 동료2가 화물 양쪽에서 잡고 바닥에 내리던 중 포크에 실린 화물이 넘어지면서 재해자를 충격하여 사망,운반물(SWAGING MACHINE),지게차를 사용하는 작업,『화물의 무게가 한쪽으로 치우쳐진 상태 등』 적재상태가 불량한 화물이 무너지면서 맞거나 깔림,"▶ 전도·낙하 방지를 위해 중량물 제거 후 작업
▶ 중량물 고정 실시 후 수리작업 실시","2017년 1월경 공장동입구에서 동료1이 운전하는 지게차에 화물이 흔들리지 않도록 재해자와 동료2가 화물 양쪽에서 잡고 바닥에 내리던 중 포크에 실린 화물이 넘어지면서 재해자를 충격하여 사망 [유발요인] 『화물의 무게가 한쪽으로 치우쳐진 상태 등』 적재상태가 불량한 화물이 무너지면서 맞거나 깔림 [대책] ▶ 전도·낙하 방지를 위해 중량물 제거 후 작업
▶ 중량물 고정 실시 후 수리작업 실시",,,기계기구·금속·비금속광물제품제조업,
제조업,,2017년 11월경 제작중인 압력용기가 올려져 있는 터닝롤러의 위치를 조정하기 위하여 천장주행 크레인에 체인슬링을 연결하여 들어올리는 과정에서 파단된 체인슬링이 재해자 머리를 강타하여 사망,크레인(천장주행크레인),"크레인(천장주행, 갠트리, 지브 등) 사용 작업",『운반하는 화물의 형태에 적합하지 않은 줄걸이 방법을 사용』하여 화물의 균형이 맞지 않은 상태에서 무리하게 인양하다가 화물이 떨어지면서 부딪히거나 그 아래 깔림,"▶ 섬유슬링 벨트 폐기(관리) 기준을 마련하여 중량물 취급 작업계획서에 포함
▶ 폐기조건 발생 시 근로자가 자발적으로 점검하여 즉시 폐기 요청 할 수 있는 사내 안전문화 정착","2017년 11월경 제작중인 압력용기가 올려져 있는 터닝롤러의 위치를 조정하기 위하여 천장주행 크레인에 체인슬링을 연결하여 들어올리는 과정에서 파단된 체인슬링이 재해자 머리를 강타하여 사망 [유발요인] 『운반하는 화물의 형태에 적합하지 않은 줄걸이 방법을 사용』하여 화물의 균형이 맞지 않은 상태에서 무리하게 인양하다가 화물이 떨어지면서 부딪히거나 그 아래 깔림 [대책] ▶ 섬유슬링 벨트 폐기(관리) 기준을 마련하여 중량물 취급 작업계획서에 포함
▶ 폐기조건 발생 시 근로자가 자발적으로 점검하여 즉시 폐기 요청 할 수 있는 사내 안전문화 정착",,,기계기구·금속·비금속광물제품제조업,
제조업,,2017년 11월 사형작업장에서 도형제 도포작업을 하던 중 동료 작업자가 운행하던 지게차가 주변에 4단으로 적재된 주형상자와 부딪혔고 주형상자가 넘어지면서 주변에서 작업중인 재해자를 덮쳐 사망,지게차,혼재작업(작업자-작업차량),근로자와 작업차량 간 『혼재작업 장소에서 근로자 이동과 작업차량 운행을 통제하지 않은 상태』에서 근로자가 작업차량에 부딪히나 깔림 또는 주변 구조물과 작업차량 사이에 끼임,"▶ 지게차 이용 중량물 취급에 대한 작업계획서 작성(작업방법, 운행경로, 근로자와 지게차 혼재 작업 여부 등)
▶ 혼재 작업 시 작업지휘자 또는 유도자 배치","2017년 11월 사형작업장에서 도형제 도포작업을 하던 중 동료 작업자가 운행하던 지게차가 주변에 4단으로 적재된 주형상자와 부딪혔고 주형상자가 넘어지면서 주변에서 작업중인 재해자를 덮쳐 사망 [유발요인] 근로자와 작업차량 간 『혼재작업 장소에서 근로자 이동과 작업차량 운행을 통제하지 않은 상태』에서 근로자가 작업차량에 부딪히나 깔림 또는 주변 구조물과 작업차량 사이에 끼임 [대책] ▶ 지게차 이용 중량물 취급에 대한 작업계획서 작성(작업방법, 운행경로, 근로자와 지게차 혼재 작업 여부 등)
▶ 혼재 작업 시 작업지휘자 또는 유도자 배치",,,전기기계기구·정밀기구·전자제품제조업,
제조업,,2017년 3월경 재해자가 산업용로봇으로 스폿용접을 하기 위해 로봇을 기동시키는 작업 중 산업용로봇과 지그사이에 머리가 끼인채 사망,산업용로봇,비정형 작업(시운전),보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음,"▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용","2017년 3월경 재해자가 산업용로봇으로 스폿용접을 하기 위해 로봇을 기동시키는 작업 중 산업용로봇과 지그사이에 머리가 끼인채 사망 [유발요인] 보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음 [대책] ▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용",,,기계기구·금속·비금속광물제품제조업,
제조업,,2017년 8월경 작업장에서 재해자가 그라인더를 사용하여 펌프 케이싱 사상 작업을 하던 중 인접에 있던 불류트 케이싱(8톤)이 굴러 넘어지면서 재해자를 충격하여 사망,적재물(볼류트 케이싱),그라인더 등 수공구를 사용하는 작업,『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림,"▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시","2017년 8월경 작업장에서 재해자가 그라인더를 사용하여 펌프 케이싱 사상 작업을 하던 중 인접에 있던 불류트 케이싱(8톤)이 굴러 넘어지면서 재해자를 충격하여 사망 [유발요인] 『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림 [대책] ▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시",,,기계기구·금속·비금속광물제품제조업,
기타의사업,,2017년 3월경 제어실에서 재해자가 스팀인입 메인밸브 개방작업을 하던 중 연결부가 파괴되어 스팀으로 인해 사망,고온물질(스팀),위험물질 취급 또는 그 장소에서 수행하는 작업,『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발,"▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치","2017년 3월경 제어실에서 재해자가 스팀인입 메인밸브 개방작업을 하던 중 연결부가 파괴되어 스팀으로 인해 사망 [유발요인] 『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발 [대책] ▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치",,,시설관리및사업지원서비스업,
임업,,2017년 9월경 재해자가 예초작업 중 예초기로 말벌집을 건드려 말벌에 머리(2곳)와 양팔(각 1곳)이 쏘여 병원으로 이송 후 치료받던 중 사망,독충(말벌),조경·제초작업,『작업장소 인근 독충·독사·벌·진드기』등에 물릴 위험,"▶ 작업 시 긴소매, 긴바지의 작업복을 착용하여 작업 실시
▶ 작업 시작 전 주변의 위험요소를 확인 후 위험요인을 제거 후 작업 실시","2017년 9월경 재해자가 예초작업 중 예초기로 말벌집을 건드려 말벌에 머리(2곳)와 양팔(각 1곳)이 쏘여 병원으로 이송 후 치료받던 중 사망 [유발요인] 『작업장소 인근 독충·독사·벌·진드기』등에 물릴 위험 [대책] ▶ 작업 시 긴소매, 긴바지의 작업복을 착용하여 작업 실시
▶ 작업 시작 전 주변의 위험요소를 확인 후 위험요인을 제거 후 작업 실시",,,임업,
기타의사업,,2017년 10월경 재해자가 벌목작업을 하던 중 벌목한 벌도목이 재해자를 덮쳐 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2017년 10월경 재해자가 벌목작업을 하던 중 벌목한 벌도목이 재해자를 덮쳐 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,국가및지방자치단체의사업,
제조업,,2017년 6월경 옥외작업장에서 재해자가 H-Beam을 파이프형 수공구를 사용하여 눕히는 작업을 하던 중 화물이 반동으로 원 위치로 되돌아 오면서 끼워져 있던 수공구 손잡이에 머리를 맞고 사망,수공구(공구길이 연장용 파이프),그라인더 등 수공구를 사용하는 작업,보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음,"▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용","2017년 6월경 옥외작업장에서 재해자가 H-Beam을 파이프형 수공구를 사용하여 눕히는 작업을 하던 중 화물이 반동으로 원 위치로 되돌아 오면서 끼워져 있던 수공구 손잡이에 머리를 맞고 사망 [유발요인] 보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음 [대책] ▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용",,,기계기구·금속·비금속광물제품제조업,
임업,,2017년 9월경 OO산 숲가꾸기현장에서 재해자가 벌목작업을 하던 중 벌도목이 인접목에 걸려 의도하지 않은 방향으로 넘어가면서 재해자를 덮쳐 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2017년 9월경 OO산 숲가꾸기현장에서 재해자가 벌목작업을 하던 중 벌도목이 인접목에 걸려 의도하지 않은 방향으로 넘어가면서 재해자를 덮쳐 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
제조업,,2017년 5월 섬유공장에서 재해자가 설비(정경기 1호기와 2호기) 사이 공간을 지나가던 중 바지가 설비의(정경기 1호기) 회전축에 말림,생산설비(정경기),작업장소 통행/이동,"『이동동선 주변에 방치된 물체, 구조물 등』을 인지하지 못하고 이동하다가 부딪히거나 떨어짐","▶ 위험장소 출입금지용 방책 설치
▶ 하역운반기계 출입문에 비상등·벨 설치
▶ 위험장소에 안전보건표지 부착","2017년 5월 섬유공장에서 재해자가 설비(정경기 1호기와 2호기) 사이 공간을 지나가던 중 바지가 설비의(정경기 1호기) 회전축에 말림 [유발요인] 『이동동선 주변에 방치된 물체, 구조물 등』을 인지하지 못하고 이동하다가 부딪히거나 떨어짐 [대책] ▶ 위험장소 출입금지용 방책 설치
▶ 하역운반기계 출입문에 비상등·벨 설치
▶ 위험장소에 안전보건표지 부착",,,섬유및섬유제품제조업,
제조업,,2017년 8월 섬유공장 내 방사작업장에서 재해자가 연신기 근처에서 연신롤러 표면에 묻은 이물질을 제거하는 과정에서 신체 일부가 원사에 꼬이면서 연신롤러에 말림,생산설비(연신기),비정형 작업(이물질 제거·청소),『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림,"▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시","2017년 8월 섬유공장 내 방사작업장에서 재해자가 연신기 근처에서 연신롤러 표면에 묻은 이물질을 제거하는 과정에서 신체 일부가 원사에 꼬이면서 연신롤러에 말림 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림 [대책] ▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시",,,섬유및섬유제품제조업,
제조업,,2018년 7월경 사업장내에서 재해자가 탈지조에 탈지제(수산화나트륨 25%)를 투입하던 증 의식을 잃고 쓰러져 사망,분류 불가,위험물질 취급 또는 그 장소에서 수행하는 작업,『위험물질을 파악 및 제거하지 않은 상태』에서 작업하여 화재·폭발·누출로 인한 재해발생 위험,"▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치","2018년 7월경 사업장내에서 재해자가 탈지조에 탈지제(수산화나트륨 25%)를 투입하던 증 의식을 잃고 쓰러져 사망 [유발요인] 『위험물질을 파악 및 제거하지 않은 상태』에서 작업하여 화재·폭발·누출로 인한 재해발생 위험 [대책] ▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치",,,기계기구·금속·비금속광물제품제조업,
