업종,작업,발생형태,질문,가중치,law_ref
건설업,"위험기계기구 작업(장비수리, 이동 등)",부딪힘,"위험작업(견인작업, 보온작업 등) 수행 시 작업 반경 내 무관한 근로자의 접근을 금지하는 조치가 이루어지고 있는가?",2,"1973,1435,1998"
건설업,"위험기계기구 작업(장비수리, 이동 등)",부딪힘,"차량계 건설기계 운전 시 전방 시야 확보를 위한 절차가 수립되어 있고, 운전자가 이를 준수하고 있는가?",1,"1731,1735,1570"
건설업,"위험기계기구 작업(장비수리, 이동 등)",부딪힘,"차량계 건설기계의 주용도 외 사용(예: 견인작업)을 제한하고, 필요시 전용 장비를 사용하도록 규정하고 있는가?",1,"1736,1698,1721"
건설업,"기타(작업환경, 청소 등)",떨어짐,"높이 2m 이상의 추락 위험 작업 시 근로자가 안전대를 착용하고 있으며, 관리감독자가 착용 상태를 점검하고 있는가?",5,"1489,1486,1462"
건설업,"기타(작업환경, 청소 등)",떨어짐,"작업 현장의 모든 추락 위험 장소(비계, 지붕, 고소작업대, 철골구조물 등)에 안전난간이 설치되어 있는가?",4,"1487,113,1495"
건설업,"기타(작업환경, 청소 등)",떨어짐,"높이 2m 이상의 작업 현장에서 모든 근로자에게 안전모, 안전대 등 개인보호구가 지급되고 착용 상태가 관리되고 있는가?",4,"1462,1486,1715"
건설업,"기타(작업환경, 청소 등)",떨어짐,"사다리를 사용한 작업 시 2인 1조로 작업하고 있으며, 아웃트리거를 체결하고 있는가?",3,"1450,1513,1486"
건설업,"기타(작업환경, 청소 등)",떨어짐,사다리 대신 고소작업대나 이동식 비계 등 더 안정적인 작업 장비를 사용할 수 있는지 검토하고 있는가?,2,"1713,1712,1486"
건설업,"기타(작업환경, 청소 등)",깔림.뒤집힘,후진하는 차량 작업 시 운전자의 시야 확보 및 안전감시 요원 배치가 이루어지고 있는가?,5,"1965,2006"
건설업,"기타(작업환경, 청소 등)",깔림.뒤집힘,"차량계 건설기계(굴착기, 덤프트럭, 로더 등) 작업 시 유도자 배치 및 근로자 출입통제 구간이 명확히 설정되어 있는가?",3,"1964,1733"
건설업,"기타(작업환경, 청소 등)",깔림.뒤집힘,도로작업 현장에서 작업공간과 차량 통행로 사이에 충분한 안전거리가 확보되어 있는가?,3,"1733,1697"
건설업,"기타(작업환경, 청소 등)",깔림.뒤집힘,"도로 유지보수 및 포장작업 구간에서 교통통제 조치(안전휀스, 무단횡단 금지표시 등)가 적절히 설치되어 있는가?",3,"1733,1697"
건설업,"기타(작업환경, 청소 등)",깔림.뒤집힘,"건설현장에서 임시로 설치된 자재(거푸집, 배관, 장비 등)에 대해 안전한 각도 유지 및 버팀대/지지대가 설치되어 있는가?",2,"1943,1969"
건설업,"기타(작업환경, 청소 등)",부딪힘,"도로 유지보수 및 포장 작업 구간에서 교통통제 조치(안전휀스, 무단횡단 금지표시, 충분한 안전거리 확보)가 적절히 설치되어 있는가?",5,"2011,1731,1964"
건설업,"기타(작업환경, 청소 등)",부딪힘,"작업장 내 차량 및 건설기계 운행 구간과 근로자 작업 구간이 명확히 분리되어 있으며, 안전거리가 확보되어 있는가?",4,"1731,1964,2023"
건설업,"기타(작업환경, 청소 등)",부딪힘,"작업장 내 차량 및 건설기계 운행 시 전방 시야 확보를 위한 조치(예: 유도원 배치, 카메라 설치 등)가 이루어지고 있는가?",3,"1964,2005,1704"
건설업,"기타(작업환경, 청소 등)",부딪힘,"차량계 건설기계(굴착기, 지게차 등) 사용 시 작업계획서를 작성하고 운전자 자격을 확인하고 있는가?",2,"1476,1031,1675"
건설업,"기타(작업환경, 청소 등)",부딪힘,"경사면에 주차된 차량의 브레이크 상태를 점검하고, 핸드브레이크 및 고인목 설치 등 차량 이동 방지 조치가 이루어지고 있는가?",1,"1589,1710,1730"
건설업,거푸집 작업,떨어짐,"2m 이상의 추락위험이 있는 작업장에서 안전대 부착설비가 설치되어 있고, 근로자가 안전대를 착용하고 있는가?",12,"1489,1950"
건설업,거푸집 작업,떨어짐,2m 이상의 추락위험이 있는 작업장에서 안전난간이 설치되어 있는가?,8,"1495,1950"
건설업,거푸집 작업,떨어짐,"거푸집 작업 중 근로자가 몸의 중심을 잃을 수 있는 상황(자재 전달, 이동 등)에서 추락방지조치가 실시되고 있는가?",8,"1483,1486"
건설업,거푸집 작업,떨어짐,개구부(슬래브 단부와 비계 사이 등)에 안전난간 또는 덮개가 설치되어 있는가?,3,"1487,1943"
건설업,거푸집 작업,떨어짐,"비계 상하단 작업발판 사이에 사다리, 계단 등의 승하강 통로가 설치되어 있는가?",2,"1450,1454"
건설업,거푸집 작업,깔림.뒤집힘,거푸집 설치 시 견고한 구조의 버팀대 또는 지지대를 설치하여 전도방지조치를 실시하였는가?,8,1943
건설업,거푸집 작업,깔림.뒤집힘,거푸집 조립 시 구조검토에 의한 조립도를 작성하고 이를 현장에 비치하였는가?,7,1943
건설업,거푸집 작업,깔림.뒤집힘,"거푸집의 자중, 풍하중, 작업하중 등에 의한 수평방향 하중에 대해 구조검토를 실시하였는가?",7,"1940,1943"
건설업,거푸집 작업,깔림.뒤집힘,"거푸집 조립도에 부재의 재질, 간격, 고정방법 등을 명시하였는가?",5,"1940,1943"
건설업,거푸집 작업,깔림.뒤집힘,거푸집 인양 및 하역 작업 구간에 근로자 출입을 통제하였는가?,3,1767
건설업,거푸집 작업,무너짐,거푸집 및 동바리 작업 시 콘크리트 양생기간을 준수하고 있는가?,6,"1943,1969"
건설업,거푸집 작업,무너짐,거푸집 동바리 해체 작업 시 순차적으로 파이프 써포트를 제거하면서 부분적으로 해체하고 있는가?,6,"1994,1969"
건설업,거푸집 작업,무너짐,추락 및 넘어질 위험이 있는 장소에 작업발판 및 안전난간을 설치하고 있는가?,5,"1483,1487,1943"
건설업,거푸집 작업,무너짐,거푸집동바리 해체 작업을 하는 장소에는 관계 근로자가 아닌 근로자의 출입을 금지하고 있는가?,3,"2339,2302,2218"
건설업,거푸집 작업,무너짐,자재적재 작업을 위한 작업발판 설치 시 상부 적재하중을 고려하여 구조 검토를 실시하고 있는가?,2,1969
건설업,갱폼 작업,떨어짐,"갱폼 작업 시 추락방지를 위해 안전대 부착설비가 설치되어 있고, 모든 근로자가 안전대를 착용하고 있는가?",8,1489
건설업,갱폼 작업,떨어짐,"갱폼 인양작업 시 갱폼을 타워크레인 등 인양장비에 매단 후 고정철물(앵커볼트, 연결핀, 웨지핀 등)을 해체하고 있는가?",5,1969
건설업,갱폼 작업,떨어짐,"갱폼 조립·해체 시 지지 또는 고정철물의 이상유무를 사전에 점검하고, 이상이 발견될 경우 즉시 교체하고 있는가?",3,"1507,1969"
건설업,갱폼 작업,떨어짐,"갱폼 작업발판이 미고정 상태로 방치되어 있지 않으며, 모든 작업발판이 철선, 볼트 등으로 견고하게 고정되어 있는가?",3,"1513,1517"
건설업,갱폼 작업,떨어짐,"갱폼 인양작업 시 위험범위 내에 근로자의 출입을 금지하고, 작업 지휘자를 지정하여 작업을 지휘하고 있는가?",3,"1477,1767"
건설업,갱폼 작업,물체에맞음,"갱폼 및 작업발판의 고정볼트, 웨지핀, 연결철물 등이 모두 체결되어 있으며, 정기적으로 점검하고 있는가?",4,"1969,1507"
건설업,갱폼 작업,물체에맞음,갱폼 인양 시 최하부 전단볼트를 모두 체결한 후 작업을 진행하고 있는가?,2,"2012,1946"
건설업,갱폼 작업,물체에맞음,갱폼 또는 작업발판을 해체할 때 인양장비에 매단 상태에서 고정철물을 해체하고 있는가?,2,"1513,1943"
건설업,갱폼 작업,물체에맞음,중량물 낙하 위험 지역에 대해 근로자 출입을 통제하고 있는가?,2,"1723,1495"
건설업,갱폼 작업,물체에맞음,갱폼 인양 시 와이어로프를 2개소 이상에서 지지하여 편심을 방지하고 수직도를 유지하고 있는가?,1,"2012,1950"
건설업,철근 작업,떨어짐,"추락위험이 있는 작업장소에 안전대 부착설비가 설치되어 있고, 근로자들이 안전대를 착용하고 있는가?",7,1489
건설업,철근 작업,떨어짐,철근 운반 중 몸의 중심을 잃지 않도록 안전교육 및 작업방법 지도가 실시되고 있는가?,5,"88,1483"
건설업,철근 작업,떨어짐,"개인보호구(안전모, 안전대 등)가 근로자에게 지급되고 착용이 철저히 관리되고 있는가?",5,"1462,1463"
건설업,철근 작업,떨어짐,"외부비계 및 작업발판에 상부, 중간 안전난간대가 설치되어 있는가?",4,"1950,1513"
건설업,철근 작업,떨어짐,"바닥 개구부(자재 반입구, 계단실 등)에 안전난간 또는 안전방망이 설치되어 있는가?",2,"1487,1979"
건설업,철근 작업,물체에맞음,크레인이나 양중기를 사용하여 중량물을 인양할 때 하부 작업 구간에 근로자 출입을 통제하고 있는가?,6,1656
건설업,철근 작업,물체에맞음,중량물 인양 작업 시 인양물이 근로자의 머리 위로 통과하지 않도록 작업 경로를 설정하고 있는가?,5,1767
건설업,철근 작업,물체에맞음,"크레인 작업 시 와이어로프, 슬링벨트, 보조로프 등 안전장치의 손상 여부를 작업 전에 점검하고 있는가?",4,1718
건설업,철근 작업,물체에맞음,철근 등 중량물을 인양할 때 건설기계의 정격 인양 하중표를 확인하고 그 범위 내에서 작업하고 있는가?,3,1645
건설업,철근 작업,물체에맞음,철근 다발을 인양할 때 슬링벨트나 로프를 견고하게 고정하고 샤클 등으로 결속하여 이탈을 방지하고 있는가?,3,"2042,1687"
건설업,철근 작업,절단베임찔림,"작업발판, 안전난간, 안전방망 등 추락방호시설이 작업 전체 구간에 걸쳐 견고하게 설치되어 있는가?",3,"1486,1487"
건설업,철근 작업,절단베임찔림,추락 위험이 있는 높이 2m 이상의 작업 시 안전대 착용 및 안전대 부착설비가 설치되어 있는가?,3,"1489,1950"
건설업,철근 작업,절단베임찔림,작업 통로 및 이동 경로상의 철근 돌출부에 보호캡이 설치되어 있는가?,3,"1487,2012"
건설업,철근 작업,절단베임찔림,철근 이음부 등 돌출 철근에 대해 보호캡 설치 또는 접근통제 조치가 이루어지고 있는가?,3,"2012,1487"
건설업,철근 작업,절단베임찔림,"엘리베이터 피트, 개구부 등 낙하 위험이 있는 개구부 주변에 안전난간 또는 안전방망이 설치되어 있는가?",2,"1487,1495"
건설업,콘크리트 작업,떨어짐,높이 2m 이상의 고소작업 시 모든 근로자에게 안전대를 지급하고 안전대 부착설비가 설치되어 있는가?,7,"1489,1462"
건설업,콘크리트 작업,떨어짐,"모든 근로자가 추락위험 장소에서 작업할 때 안전모, 안전대 등 개인보호구를 착용하고 있으며, 이에 대한 관리감독이 철저히 이루어지고 있는가?",7,"1462,1486"
건설업,콘크리트 작업,떨어짐,"2m 이상의 높이에서 작업하는 모든 구간에 안전난간(상부, 중간난간대)이 견고하게 설치되어 있는가?",5,"1943,1487"
건설업,콘크리트 작업,떨어짐,"추락위험이 있는 슬래브 단부, 개구부, 경사지붕 단부 등에 안전난간 또는 추락방호망이 설치되어 있는가?",5,"1487,1491"
건설업,콘크리트 작업,떨어짐,"거푸집 조립 및 보수 작업 시 비계 등을 통한 작업발판이 설치되어 있고, 거푸집이 설계도면에 적합하게 조립되었는가?",3,"1943,1944"
건설업,콘크리트 작업,무너짐,"데크플레이트를 지지하는 철골빔 등 주요 부재의 용도, 품질, 이음부 접합방법을 사전에 확인하고 있는가?",6,"1938,1943,1940"
건설업,콘크리트 작업,무너짐,"콘크리트 타설 작업 중 거푸집, 동바리, 데크플레이트의 변형 및 변위를 감시할 전담 감시자를 배치하고 있는가?",6,"1951,1334"
건설업,콘크리트 작업,무너짐,"데크플레이트를 설치하는 철골구조물 시공 시 자중, 상부 적재하중, 콘크리트 타설에 따른 진동 및 충격을 고려하여 전도방지조치를 실시하고 있는가?",6,"1943,1938,1950"
건설업,콘크리트 작업,무너짐,콘크리트 타설 작업 시 편심하중 발생을 방지하기 위해 집중타설을 금지하고 있는가?,4,"1952,1951,1335"
건설업,콘크리트 작업,무너짐,거푸집 및 동바리 설치 시 구조검토를 실시하고 검토된 조립도에 따라 설치하고 있는가?,3,"1943,1499,1500"
건설업,콘크리트 작업,물체에맞음,콘크리트 펌프카의 아웃트리거 접지부에 철판 또는 받침대를 설치하여 지반침하를 방지하고 있는가?,5,1952
건설업,콘크리트 작업,물체에맞음,콘크리트 펌프카 작업 시 작업반경 내에 근로자 접근을 통제하기 위해 유도자를 배치하고 있는가?,5,"1951,1952"
건설업,콘크리트 작업,물체에맞음,콘크리트 펌프카 붐이 하강할 때 근로자가 작업반경 내에 있지 않도록 위험구역 내 근로자 출입을 금지하고 있는가?,5,"1952,1987"
건설업,콘크리트 작업,물체에맞음,콘크리트 펌프카 사용 시 작업 전에 지반·지층 상태에 대한 사전조사를 실시하고 있는가?,4,"1952,1955"
건설업,콘크리트 작업,물체에맞음,콘크리트 펌프카 사용 시 지반의 다짐 상태를 확인하여 충분한 지지력을 확보하고 있는가?,4,1952
건설업,철골 작업,떨어짐,"철골 상부에서 작업할 때 안전대 부착설비가 설치되어 있고, 근로자가 안전대를 착용하고 있는가?",5,1489
건설업,철골 작업,떨어짐,철골 구조물 하부에 추락방망이 설치되어 있는가?,3,2012
건설업,철골 작업,떨어짐,추락위험장소에서 작업 시 안전대 부착설비가 설치되어 있고 안전대를 착용하고 있는가?,3,"1489,2012"
건설업,철골 작업,떨어짐,이동식비계 상부 작업발판에 안전난간이 설치되어 있는가?,3,"1487,1495"
건설업,철골 작업,떨어짐,"철골 상부에서 이동할 때 승강용 사다리를 사용하고 있으며, 안전대를 체결하고 있는가?",2,"2013,2012"
건설업,철골 작업,부딪힘,고소작업 시 안전대 부착설비가 설치되어 있고 근로자가 안전대를 착용하고 있는가?,3,1489
건설업,철골 작업,부딪힘,양중작업 시 유도로프를 설치하여 양중물의 선회 또는 흔들림을 사전에 예방하고 있는가?,2,1656
건설업,철골 작업,부딪힘,양중작업 시 양중물의 형상과 그에 따른 줄걸이의 적정성을 검토하고 있는가?,2,2012
건설업,철골 작업,부딪힘,철골조립 시 추락위험이 있는 장소에 안전대 부착설비를 설치하고 근로자에게 안전대를 지급하고 있는가?,2,2012
건설업,철골 작업,부딪힘,작업장 통로의 주요 부분에 통로 표시를 하고 장애물을 제거하여 이동통로를 확보하고 있는가?,2,"1448,2023"
건설업,철골 작업,물체에맞음,철골부재 양중 중인 자재의 이동경로 하부에 근로자 출입금지 구역이 설정되어 있고 통제되고 있는가?,4,1998
건설업,철골 작업,물체에맞음,철골부재 양중 작업 시 1줄걸이 방법을 사용하고 있지는 않은가?,2,"2012,2042"
건설업,철골 작업,물체에맞음,고소작업대 탑승 상태에서 작업 시 안전대를 체결하고 작업가능범위 내에서만 작업하고 있는가?,2,"1712,1486"
건설업,철골 작업,물체에맞음,"철골부재 인양 시 사용되는 달고리, 클램프 등의 인양용 공구가 마모되거나 손상되지 않았는가?",2,"1938,1507"
건설업,철골 작업,물체에맞음,추락위험 장소에 안전대 부착설비가 설치되어 있고 근로자가 안전대를 착용하고 있는가?,2,1489
건설업,"조적, 미장 및 견출작업",떨어짐,"추락위험이 있는 장소에서 작업할 때 근로자가 안전대를 착용하고 있으며, 안전대 부착설비가 설치되어 있는가?",5,"1489,1486"
건설업,"조적, 미장 및 견출작업",떨어짐,"작업 높이 2m 이상의 모든 작업장에서 안전난간(높이 85~95cm, 중간난간 포함)이 견고하게 설치되어 있는가?",4,"1434,1495"
건설업,"조적, 미장 및 견출작업",떨어짐,"바닥 개구부, 환기개구부, 엘리베이터 피트 등 추락위험 개구부에 안전난간 또는 견고한 덮개가 설치되어 있는가?",4,"1487,1434"
건설업,"조적, 미장 및 견출작업",떨어짐,"말비계, 이동식비계 등 작업대가 평탄한 바닥면에 견고하게 설치되어 있으며, 발바퀴 고정 및 아웃트리거가 설치되어 있는가?",3,"1518,1519"
건설업,"조적, 미장 및 견출작업",떨어짐,"슬래브 단부, 발코니 단부 등 추락위험 장소에서 근로자가 몸을 내미거나 불안전한 행동을 하지 않도록 관리감독이 이루어지고 있는가?",3,"1483,1486"
건설업,"조적, 미장 및 견출작업",끼임,"건설용 리프트, 지게차, 고소작업대 등 건설기계장비의 설치, 조립, 수리 작업 시 관계자 외 출입금지 조치 및 표지판이 설치되어 있는가?",6,"1712,1998"
건설업,"조적, 미장 및 견출작업",끼임,"건설기계장비 사용 전에 방호장치, 브레이크, 과상승방지장치 등의 정상작동 여부를 확인하는 안전점검을 실시하고 있는가?",6,"1575,2104,2136"
건설업,"조적, 미장 및 견출작업",끼임,고소작업대 사용 시 작업대가 일정 높이 이상 상승하지 못하도록 과상승방지장치를 적절한 높이로 설치하고 있는가?,4,"1712,1713"
건설업,"조적, 미장 및 견출작업",끼임,"고소작업대의 안전난간, 방호장치 등이 해체되지 않은 상태로 유지되고 있는가?",4,"1712,1487"
건설업,"조적, 미장 및 견출작업",끼임,"건설기계장비(리프트, 지게차, 고소작업대 등) 운전자가 해당 장비의 운전 자격(면허)을 보유하고 있는가?",2,"1697,1733"
건설업,"조적, 미장 및 견출작업",물체에맞음,"벽체 해체작업 전에 구조, 주변상황 등에 대한 사전조사를 실시하고 해체방법, 해체순서 등 작업계획을 수립하여 준수하고 있는가?",4,1969
건설업,"조적, 미장 및 견출작업",물체에맞음,조적벽체 또는 콘크리트 해체작업 시 상부에서부터 작은 면적 단위로 분할하여 순차적으로 철거하고 있는가?,3,1969
건설업,"조적, 미장 및 견출작업",물체에맞음,해체작업 중 핸드브레이커 사용 시 진동으로 인한 상부 자재 낙하 위험을 사전에 파악하고 안전조치를 취하고 있는가?,3,"2055,1729"
건설업,"조적, 미장 및 견출작업",물체에맞음,"작업발판, 갱폼 등의 개구부에 충분한 강도를 가진 덮개를 설치하고 개구부임을 표시하고 있는가?",2,"1487,1504"
건설업,"조적, 미장 및 견출작업",물체에맞음,고층 건축물의 외부에 높이 10m 이내마다 낙하물방지망을 설치하고 정기적으로 점검하고 있는가?,2,1437
건설업,방수 작업,떨어짐,"안전난간 설치가 곤란한 경우 안전대 부착설비가 설치되어 있고, 근로자가 안전대를 착용하고 있는가?",10,1489
건설업,방수 작업,떨어짐,"방수 작업 시 지붕, 비계, 달비계 등 높이 2m 이상의 작업장소에 안전난간이 설치되어 있는가?",9,1486
건설업,방수 작업,떨어짐,"지붕 단부, 처마, 홈통 등 추락위험이 있는 장소에 안전난간이 설치되어 있는가?",8,1487
건설업,방수 작업,떨어짐,지붕 위에서 작업할 때 별도의 작업발판이 설치되어 있는가?,7,1491
건설업,방수 작업,떨어짐,"경사지붕에서 방수작업 시 미끄러짐을 방지하기 위한 조치(발판, 안전대 등)가 취해졌는가?",5,1491
건설업,방수 작업,화학물질누출접촉,"방수 작업 시 유기용제(프라이머, 하도 등) 도포 장소에 강제 환기설비가 설치되어 있고 작업 중 지속적으로 가동되고 있는가?",3,"1528,1539,83"
건설업,방수 작업,화학물질누출접촉,"지하층, 저수조, 펌프실 등 밀폐되거나 환기가 불충분한 공간에서 유기용제 작업 시 송기마스크 등 호흡용 개인보호구를 모든 작업자에게 지급하고 착용을 확인하고 있는가?",3,"2450,2410,2364"
건설업,방수 작업,화학물질누출접촉,"유기화학물을 취급하는 특별장소(지하층, 밀폐공간, 저수조 등) 작업 시 관리감독자 또는 감시인을 배치하여 작업자의 건강상태를 지속적으로 모니터링하고 있는가?",3,"2425,2415,2073"
건설업,방수 작업,화학물질누출접촉,"지하주차장, 기계실, 펌프실 등 지하층 방수 작업 시 작업 공간의 환기 상태를 사전에 평가하고 필요시 별도의 강제 환기설비를 추가로 설치하고 있는가?",3,"2450,1528,2433"
건설업,방수 작업,화학물질누출접촉,"방수 작업 중 유기용제 유증기로 인한 중독 증상(어지러움, 의식저하 등)이 발생할 경우 즉시 대응할 수 있도록 응급구조 계획과 훈련이 수립되어 있는가?",3,"2099,2457,2030"
건설업,방수 작업,넘어짐,"방수작업 현장에서 높이 2m 이상의 지붕, 옥상, 옥탑에서 작업할 때 안전대를 착용하고 있는가?",2,"1491,1489,1486"
건설업,방수 작업,넘어짐,"지붕 단부, 슬라브 단부 등 추락위험이 있는 장소에 안전난간이 설치되어 있는가?",2,"1491,1487,1495"
건설업,방수 작업,넘어짐,"안전대를 체결할 때 충분한 강도를 가진 고정지점(안전블럭, 로프 등)에 연결하고 있는가?",2,"1489,1950,1487"
건설업,방수 작업,넘어짐,옥상이나 지붕에서의 이동 시 작업발판이나 가설통로를 설치하여 사용하고 있는가?,2,"1491,1449,1712"
건설업,방수 작업,넘어짐,경사진 지붕에서 작업할 때 미끄러짐을 방지하기 위한 별도의 작업발판이나 방호조치를 설치하고 있는가?,2,"1491,1712,1487"
건설업,석재 및 타일 작업,떨어짐,비계 작업발판의 내·외측에 안전난간이 2단으로 견고하게 설치되어 있는가?,6,"1943,1950"
건설업,석재 및 타일 작업,떨어짐,안전난간을 설치할 수 없는 작업 구간에 추락방호망이 설치되어 있는가?,5,1487
건설업,석재 및 타일 작업,떨어짐,"안전난간 또는 추락방호망 설치가 곤란한 경우 안전대 부착설비가 설치되어 있고, 근로자가 안전대를 체결하고 작업하고 있는가?",5,"1489,1487"
건설업,석재 및 타일 작업,떨어짐,작업을 위해 안전난간을 임의로 해체한 경우 안전방망을 설치하거나 안전대 부착설비를 설치하고 안전대를 체결한 후 작업하고 있는가?,4,"1487,1489"
건설업,석재 및 타일 작업,떨어짐,계단 단부 등 추락위험이 있는 장소에 안전난간이 견고하게 설치되어 있는가?,3,"1454,1487"
건설업,석재 및 타일 작업,물체에맞음,"비계 또는 작업발판 위에 석재, 타일 등 자재를 적치할 때 낙하방지조치(눕혀 적치, 결속 등)를 실시하고 있는가?",2,1938
건설업,석재 및 타일 작업,물체에맞음,"자재 인양 작업 구간에 낙하물 방지망, 수직 보호망 등 낙하물방호조치가 설치되어 있는가?",2,"1487,2055"
건설업,석재 및 타일 작업,물체에맞음,"낙하물 발생 가능 구간에 대해 접근통제 조치(안전펜스, 경고표지 등)를 실시하고 있는가?",2,"1487,1943"
건설업,석재 및 타일 작업,물체에맞음,비계 위에서 윈치를 사용하여 자재를 인양할 때 인양물의 불시낙하 방지대책을 수립하고 있는가?,2,1938
건설업,석재 및 타일 작업,물체에맞음,"자재 결속 시 인양벨트, 로프 등이 적절한 강도를 가지고 있으며 정기적으로 점검하고 있는가?",2,1938
건설업,도장작업,떨어짐,도장작업 시 작업자의 신체 균형 유지를 위해 적절한 작업발판과 안전장치가 제공되고 있는가?,9,"1486,1489"
건설업,도장작업,떨어짐,이동식비계 최상부에 안전난간이 견고하게 설치되어 있는가?,5,"1519,1495"
건설업,도장작업,떨어짐,"이동식비계 작업 시 안전난간 설치가 어려운 경우, 안전대 부착설비가 설치되어 있고 작업자가 안전대를 체결하고 있는가?",5,"1489,1484"
건설업,도장작업,떨어짐,"이동식비계의 발바퀴가 고정되어 있으며, 아웃트리거가 설치되어 전도 방지 조치가 되어 있는가?",5,"1519,1692"
건설업,도장작업,떨어짐,A형 사다리를 작업발판으로 사용할 때 사다리 하단에 아웃트리거가 전개되어 흔들림이나 미끄러짐이 없도록 고정되어 있는가?,4,"1450,1513"
건설업,도장작업,넘어짐,"도장작업 중 몸의 중심을 잃을 수 있는 상황(불안정한 작업발판, 고정되지 않은 사다리 등)에 대한 위험성을 사전에 파악하고 있는가?",5,1483
건설업,도장작업,넘어짐,"도장작업 시 작업높이에 적합한 안전한 작업발판(비계, 고소작업대, 말비계 등)을 설치하고 있는가?",4,"1513,1712"
건설업,도장작업,넘어짐,추락 위험이 있는 높이에서 작업할 때 안전대를 착용하고 안전대 부착설비에 체결하고 있는가?,3,1489
건설업,도장작업,넘어짐,사다리를 작업발판으로 사용할 경우 사다리 하단에 아웃트리거를 전개하여 흔들림이나 미끄러짐이 없도록 고정설치하고 있는가?,3,1450
건설업,도장작업,넘어짐,"협소한 작업공간에서 부득이하게 사다리를 사용해야 할 경우, 사다리의 안정성을 확보하기 위한 조치를 취하고 있는가?",3,"1450,1486"
건설업,금속 및 잡철물 작업,떨어짐,"작업 높이에 적합한 안전한 작업발판(비계, 고소작업대 등)이 설치되어 있는가?",10,"1712,1513,1450"
건설업,금속 및 잡철물 작업,떨어짐,추락 위험이 있는 작업장에서 근로자가 안전대를 착용하고 있는가?,10,"1489,1486,1483"
건설업,금속 및 잡철물 작업,떨어짐,추락 위험이 있는 장소에서 근로자가 안전모를 착용하고 있는가?,7,"1462,1483,1487"
건설업,금속 및 잡철물 작업,떨어짐,작업발판 또는 비계에 견고한 안전난간이 설치되어 있는가?,4,"1517,1513,1943"
건설업,금속 및 잡철물 작업,떨어짐,이동식 사다리 사용 시 하단에 아웃트리거를 전개하여 고정하고 있는가?,4,"1450,1513,1518"
건설업,금속 및 잡철물 작업,부딪힘,"운행 중인 철도, 크레인, 리프트 등 위험 장비 근처에서 작업할 때 신호수, 작업지휘자, 열차감시원 등을 배치하고 있는가?",3,"2048,2005,1964"
건설업,금속 및 잡철물 작업,부딪힘,"작업장에서 두 가지 이상의 작업이 동시에 진행되는 경우, 작업 간섭 및 충돌 위험에 대한 사전 검토 및 작업계획을 수립하고 있는가?",2,"1950,1999,1370"
건설업,금속 및 잡철물 작업,부딪힘,"이동식비계나 고소작업대 사용 시 바퀴 고정(브레이크, 쐐기), 아웃트리거 설치 등 전도방지 조치를 취하고 있는가?",2,"1519,1692,1712"
건설업,금속 및 잡철물 작업,부딪힘,"작업장 바닥의 단차, 요철, 장애물 등을 제거하여 청결하게 유지하고 있는가?",2,"1487,1450,24"
건설업,금속 및 잡철물 작업,부딪힘,"승강기, 크레인, 리프트 등 기계장비가 작동하는 구역에서 작업할 때 해당 장비의 전원을 차단하고 조작부를 잠금 처리하고 있는가?",2,"1575,1962,1656"
건설업,금속 및 잡철물 작업,절단베임찔림,"양중작업 시 작업반경 내 근로자의 출입을 통제하고 있으며, 작업지휘자를 배치하고 있는가?",2,"1477,1964"
건설업,금속 및 잡철물 작업,절단베임찔림,중량물 취급 작업계획서를 수립하고 근로자에게 내용을 주지하고 있는가?,2,1767
건설업,금속 및 잡철물 작업,절단베임찔림,높이 2m 이상의 추락위험 장소에서 작업하는 근로자에게 안전모를 포함한 개인보호구를 지급하고 착용을 관리하고 있는가?,2,"1462,1486"
건설업,금속 및 잡철물 작업,절단베임찔림,"중량물 양중작업 중 양중물을 지면에 내려놓지 않은 상태에서 절단, 용접 등의 추가 작업을 수행하고 있지는 않은가?",1,
건설업,금속 및 잡철물 작업,절단베임찔림,"강관, 파이프 등 각재 해체작업 시 기존 구조물에서 완전히 분리된 후 작업을 진행하고 있는가?",1,1950
건설업,창호 및 유리 작업,떨어짐,창호 및 유리 작업 시 작업자의 개인보호구 착용 여부를 정기적으로 점검하고 관리감독하고 있는가?,11,"1464,2187"
건설업,창호 및 유리 작업,떨어짐,"고소작업대 사용 시 작업자가 안전대를 착용하고 있으며, 안전대가 견고한 구조물에 제대로 체결되어 있는가?",7,"1489,1712"
건설업,창호 및 유리 작업,떨어짐,고소작업대의 작업대 전면부에 웨빙띠 또는 철재난간대 등의 추락방지조치가 설치되어 있는가?,5,"1487,1712"
건설업,창호 및 유리 작업,떨어짐,고소작업대에 탑승하여 작업할 때 안전난간이 설치되지 않은 단부 구간에서 작업하지 않도록 조치하고 있는가?,5,"1712,1487"
건설업,창호 및 유리 작업,떨어짐,"달비계 로프가 2개 이상의 견고한 고정점(콘크리트 매립 고리, 철재 구조물 등)에 풀리지 않도록 결속되어 있는가?",3,1513
건설업,창호 및 유리 작업,부딪힘,"창호, 유리 등 무거운 자재를 운반·적재할 때 2인 이상이 함께 작업하고 있는가?",2,"1950,1486"
건설업,창호 및 유리 작업,부딪힘,"자재 상하차 및 적재 작업 시 바닥면이 평탄한지 확인하고, 경사면에서의 작업을 금지하고 있는가?",1,"1513,2016"
건설업,창호 및 유리 작업,부딪힘,판유리 등 무거운 자재 적재 시 전용 적재대를 사용하고 전도방지조치를 실시하고 있는가?,1,1950
